"CHEBI"	"prefLabel"	"altLabel"
"CHEBI:228275"	"dithiazanine iodide"	"3-ethyl-2-[5-(3-ethyl-1,3-benzothiazol-2(3H)-ylidene)penta-1,3-dien-1-yl]-1,3-benzothiazol-3-ium iodide"
"CHEBI:42191"	"ethylenediaminetetraacetic acid"	"(ethane-1,2-diyldinitrilo)tetraacetate"
"CHEBI:42191"	"ethylenediaminetetraacetic acid"	"(ethane-1,2-diyldinitrilo)tetraacetic acid"
"CHEBI:42191"	"ethylenediaminetetraacetic acid"	"Ethylenediaminetetraacetic acid"
"CHEBI:42191"	"ethylenediaminetetraacetic acid"	"ethylenediaminetetraacetic acid"
"CHEBI:6503"	"lisinopril dihydrate"	"Lisinopril dihydrate"
"CHEBI:6503"	"lisinopril dihydrate"	"N(2)-[(1S)-1-carboxy-3-phenylpropyl]-L-lysyl-L-proline dihydrate"
"CHEBI:65589"	"caseanigrescen B"	"(1S,3R,5R,6aS,7S,8S,9R,10R,10aS)-1,3-bis(acetyloxy)-9,10-dihydroxy-7,8-dimethyl-7-(3-methylidenepent-4-en-1-yl)-3,5,6,6a,7,8,9,10-octahydronaphtho[1,8a-c]furan-5-yl butanoate"
"CHEBI:6714"	"(+)-medicarpin"	"(6aS,11aS)-9-methoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-3-ol"
"CHEBI:1189"	"2-methoxyestrone"	"2-Methoxyestrone"
"CHEBI:1189"	"2-methoxyestrone"	"2-methoxyestrone"
"CHEBI:1189"	"2-methoxyestrone"	"3=hydroxy-2-methoxyestra-1,3,5(10)-trien-17-one"
"CHEBI:138856"	"oxolinic acid"	"5-ethyl-8-oxo-5,8-dihydro[1,3]dioxolo[4,5-g]quinoline-7-carboxylic acid"
"CHEBI:168396"	"mycophenolic acid"	"(4E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1,3-dihydro-2-benzofuran-5-yl)-4-methylhex-4-enoic acid"
"CHEBI:17925"	"alpha-D-glucose"	"ALPHA-D-GLUCOSE"
"CHEBI:17925"	"alpha-D-glucose"	"alpha-D-Glucose"
"CHEBI:17925"	"alpha-D-glucose"	"alpha-D-glucopyranose"
"CHEBI:17925"	"alpha-D-glucose"	"alpha-D-glucose"
"CHEBI:2639"	"amiloride"	"Amiloride"
"CHEBI:2639"	"amiloride"	"3,5-diamino-N-[amino(imino)methyl]-6-chloropyrazine-2-carboxamide"
"CHEBI:34619"	"Cetiedil"	"Cetiedil"
"CHEBI:6560"	"Ludovicin A"	"Ludovicin A"
"CHEBI:6698"	"(-)-matairesinol"	"(3R,4R)-3,4-bis(4-hydroxy-3-methoxybenzyl)dihydrofuran-2(3H)-one"
"CHEBI:6698"	"(-)-matairesinol"	"(-)-matairesinol"
"CHEBI:67237"	"(22R)-22-hydroxycholesterol"	"(22R)-22-Hydroxycholesterol"
"CHEBI:67237"	"(22R)-22-hydroxycholesterol"	"(22R)-cholest-5-ene-3beta,22-diol"
"CHEBI:71464"	"palmitoyl ethanolamide"	"N-(2-hydroxyethyl)hexadecanamide"
"CHEBI:88801"	"(R)-Salsolinol"	"1-methyl-1,2,3,4-tetrahydroisoquinoline-6,7-diol"
"CHEBI:15559"	"15-oxo-ETE"	"15-Oxo-ETE"
"CHEBI:15559"	"15-oxo-ETE"	"(5Z,8Z,11Z,13E)-15-oxoicosa-5,8,11,13-tetraenoic acid"
"CHEBI:34339"	"3-Hydroxyestra-1,3,5(10),6-tetraen-17-one"	"3-Hydroxyestra-1,3,5(10),6-tetraen-17-one"
"CHEBI:4653"	"dipyridamole"	"2,2',2'',2'''-[(4,8-dipiperidin-1-ylpyrimido[5,4-d]pyrimidine-2,6-diyl)dinitrilo]tetraethanol"
"CHEBI:51804"	"imidocarb"	"1,3-bis[3-(4,5-dihydro-1H-imidazol-2-yl)phenyl]urea"
"CHEBI:73288"	"CGP 12177"	"4-[3-(tert-butylamino)-2-hydroxypropoxy]-1,3-dihydro-2H-benzimidazol-2-one"
"CHEBI:73635"	"Phe-Gly"	"L-phenylalanylglycine"
"CHEBI:73828"	"Asp-Glu"	"L-alpha-aspartyl-L-glutamic acid"
"CHEBI:73909"	"Gly-Lys"	"glycyl-L-lysine"
"CHEBI:73920"	"Gly-Thr"	"glycyl-L-threonine"
"CHEBI:28201"	"rotenone"	"Rotenone"
"CHEBI:28201"	"rotenone"	"(2R,6aS,12aS)-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one"
"CHEBI:31495"	"Dimefline hydrochloride"	"Dimefline hydrochloride"
"CHEBI:45910"	"6-benzyl-1-(benzyloxymethyl)-5-isopropyluracil"	"6-benzyl-1-[(benzyloxy)methyl]-5-(propan-2-yl)pyrimidine-2,4(1H,3H)-dione"
"CHEBI:48608"	"1,5-dimethylnaphthalene"	"1,5-dimethylnaphthalene"
"CHEBI:65112"	"butirosin A"	"(2S)-4-amino-N-[(1R,2S,3R,4R,5S)-5-amino-4-[(2,6-diamino-2,6-dideoxy-alpha-D-glucopyranosyl)oxy]-2-hydroxy-3-(beta-D-xylofuranosyloxy)cyclohexyl]-2-hydroxybutanamide"
"CHEBI:66309"	"rocaglamide"	"(1R,2R,3S,3aR,8bS)-1,8b-dihydroxy-6,8-dimethoxy-3a-(4-methoxyphenyl)-N,N-dimethyl-3-phenyl-2,3,3a,8b-tetrahydro-1H-benzo[b]cyclopenta[d]furan-2-carboxamide"
"CHEBI:68531"	"3,7-dimethyluric acid"	"3,7-dimethyl-7,9-dihydro-1H-purine-2,6,8(3H)-trione"
"CHEBI:73630"	"Phe-Ala"	"L-phenylalanyl-L-alanine"
"CHEBI:79"	"(-)-Arctigenin"	"(-)-Arctigenin"
"CHEBI:83168"	"acrivastine"	"(2E)-3-{6-[(1E)-1-(4-methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridin-2-yl}acrylic acid"
"CHEBI:9586"	"tiagabine"	"(3R)-1-[4,4-bis(3-methyl-2-thienyl)but-3-en-1-yl]piperidine-3-carboxylic acid"
"CHEBI:15208"	"taxuyunnanin C"	"Taxuyunnanin C"
"CHEBI:15208"	"taxuyunnanin C"	"taxuyunnanin C"
"CHEBI:15208"	"taxuyunnanin C"	"taxa-4(20),11-diene-2alpha,5alpha,10beta,14beta-tetrayl tetraacetate"
"CHEBI:15927"	"N-ribosylnicotinamide"	"3-carbamoyl-1-beta-D-ribofuranosylpyridinium"
"CHEBI:15927"	"N-ribosylnicotinamide"	"N-Ribosylnicotinamide"
"CHEBI:3354"	"candoxatrilat"	"Candoxatrilat"
"CHEBI:3354"	"candoxatrilat"	"cis-4-[({1-[(2S)-2-carboxy-3-(2-methoxyethoxy)propyl]cyclopentyl}carbonyl)amino]cyclohexanecarboxylic acid"
"CHEBI:37024"	"2-aminoadipic acid"	"2-aminoadipic acid"
"CHEBI:37024"	"2-aminoadipic acid"	"2-aminohexanedioic acid"
"CHEBI:42446"	"(S)-flurbiprofen"	"(2S)-2-(2-fluoro-[1,1'-biphenyl-4-yl])propanoic acid"
"CHEBI:47724"	"vancomycin aglycone"	"(1S,2R,18R,19R,22S,25R,28R,40S)-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37,48-hexahydroxy-19-{[(2R)-4-methyl-2-(methylamino)pentanoyl]amino}-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2(3,6).2(14,17).1(8,12).1(29,33).0(10,25).0(34,39)]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid"
"CHEBI:75431"	"ghrelin"	"glycyl-L-seryl-O-octanoyl-L-seryl-L-phenylalanyl-L-leucyl-L-seryl-L-prolyl-L-alpha-glutamyl-L-histidyl-L-glutaminyl-L-arginyl-L-valyl-L-glutaminyl-L-glutaminyl-L-arginyl-L-lysyl-L-alpha-glutamyl-L-seryl-L-lysyl-L-lysyl-L-prolyl-L-prolyl-L-alanyl-L-lysyl-L-leucyl-L-glutaminyl-L-prolyl-L-arginine"
"CHEBI:76127"	"cimicoxib"	"4-[4-chloro-5-(3-fluoro-4-methoxyphenyl)-1H-imidazol-1-yl]benzenesulfonamide"
"CHEBI:16109"	"propane-1,3-diol"	"Propane-1,3-diol"
"CHEBI:16109"	"propane-1,3-diol"	"propane-1,3-diol"
"CHEBI:17192"	"3,5-dibromo-4-hydroxybenzonitrile"	"3,5-Dibromo-4-hydroxybenzonitrile"
"CHEBI:17192"	"3,5-dibromo-4-hydroxybenzonitrile"	"3,5-dibromo-4-hydroxybenzonitrile"
"CHEBI:17527"	"1,2,3,6-tetrakis-O-galloyl-beta-D-glucose"	"1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose"
"CHEBI:17527"	"1,2,3,6-tetrakis-O-galloyl-beta-D-glucose"	"1,2,3,6-tetrakis-O-galloyl-beta-D-glucose"
"CHEBI:17527"	"1,2,3,6-tetrakis-O-galloyl-beta-D-glucose"	"1,2,3,6-tetrakis-O-(3,4,5-trihydroxybenzoyl)-beta-D-glucopyranose"
"CHEBI:17858"	"glutathione disulfide"	"Glutathione disulfide"
"CHEBI:17858"	"glutathione disulfide"	"(2S,2'S)-5,5'-[disulfanediylbis({(2R)-3-[(carboxymethyl)amino]-3-oxopropane-1,2-diyl}imino)]bis(2-amino-5-oxopentanoic acid)"
"CHEBI:23716"	"difluoroacetic acid"	"difluoroacetic acid"
"CHEBI:27808"	"heroin"	"Heroin"
"CHEBI:27808"	"heroin"	"17-methyl-7,8-didehydro-4,5alpha-epoxymorphinan-3,6alpha-diyl diacetate"
"CHEBI:27891"	"S-sulfo-L-cysteine"	"3-(sulfosulfanyl)-L-alanine"
"CHEBI:27891"	"S-sulfo-L-cysteine"	"S-Sulfo-L-cysteine"
"CHEBI:28012"	"lupinine"	"(1R,9aR)-octahydro-2H-quinolizin-1-ylmethanol"
"CHEBI:28012"	"lupinine"	"Lupinine"
"CHEBI:32185"	"tazettine"	"Tazettine"
"CHEBI:32185"	"tazettine"	"tazettine"
"CHEBI:3491"	"cefonicid"	"Cefonicid"
"CHEBI:3491"	"cefonicid"	"6beta-[(2R)-2-hydroxy-2-phenylacetamido]-3-({[1-(sulfomethyl)-1H-tetrazol-5-yl]sulfanyl}methyl)ceph-3-em-4-carboxylic acid"
"CHEBI:47032"	"1,4-dioxane"	"1,4-Dioxane"
"CHEBI:47032"	"1,4-dioxane"	"1,4-dioxane"
"CHEBI:52015"	"carindacillin"	"6beta-[3-(2,3-dihydro-1H-inden-5-yloxy)-3-oxo-2-phenylpropanamido]-2,2-dimethylpenam-3alpha-carboxylic acid"
"CHEBI:53460"	"all-cis-icosa-11,14,17-trienoic acid"	"(11Z,14Z,17Z)-icosa-11,14,17-trienoic acid"
"CHEBI:5885"	"imperatorin"	"Imperatorin"
"CHEBI:5885"	"imperatorin"	"9-[(3-methylbut-2-en-1-yl)oxy]-7H-furo[3,2-g]chromen-7-one"
"CHEBI:6004"	"Isodonal"	"Isodonal"
"CHEBI:65410"	"anolignan A"	"4-[3-(1,3-benzodioxol-5-ylmethyl)-2-methylidenebut-3-en-1-yl]benzene-1,3-diol"
"CHEBI:65679"	"CT2108B"	"(7S)-3-[(1E,3E,5E)-hepta-1,3,5-trien-1-yl]-7-methyl-6,8-dioxo-7,8-dihydro-6H-isochromen-7-yl (3S)-3-hydroxybutanoate"
"CHEBI:65768"	"(9Z,12Z,15Z)-octadeca-9,12,15-trien-6-ynoic acid"	"(9Z,12Z,15Z)-octadeca-9,12,15-trien-6-ynoic acid"
"CHEBI:65771"	"6'',7''-dihydro-5',5'''-dicapsaicin"	"(6E)-N-[(2',6-dihydroxy-3',5-dimethoxy-5'-{[(8-methylnonanoyl)amino]methyl}biphenyl-3-yl)methyl]-8-methylnon-6-enamide"
"CHEBI:65783"	"2alpha,19alpha-dihydroxy-3-oxo-12-ursen-28-oic acid"	"(2alpha)-2,19-dihydroxy-3-oxours-12-en-28-oic acid"
"CHEBI:65790"	"7-phloroeckol"	"4-(3,5-dihydroxyphenoxy)-8-(2,4,6-trihydroxyphenoxy)oxanthrene-1,3,6-triol"
"CHEBI:65795"	"(2S)-5,7-dimethoxy-8-formylflavanone"	"(2S)-5,7-dimethoxy-4-oxo-2-phenyl-3,4-dihydro-2H-chromene-8-carbaldehyde"
"CHEBI:66031"	"(2S)-5-Hydroxy-7-methoxy-8-[(E)-3-oxo-1-butenyl]flavanone"	"(2S)-5-hydroxy-7-methoxy-8-[(1E)-3-oxobut-1-en-1-yl]-2-phenyl-2,3-dihydro-4H-chromen-4-one"
"CHEBI:6613"	"MC-4379"	"MC-4379"
"CHEBI:66312"	"rostratin C"	"(3S,4R,4aR,6aR,7aS,10S,11R,11aR,13aR,14aS)-4,11-dihydroxy-3,10-dimethoxydecahydro-1H,7H-6a,13a-epidithiopyrazino[1,2-a:4,5-a']diindole-1,6,8,13(7aH)-tetrone"
"CHEBI:66453"	"scutianthraquinone A"	"dimethyl 1,2',5',6-tetrahydroxy-4',8-dimethyl-9'-[(2-methylbutanoyl)oxy]-9,10,10'-trioxo-9,9',10,10'-tetrahydro-2,9'-bianthracene-3',7-dicarboxylate"
"CHEBI:66539"	"syncarpamide"	"(1S)-1-(3,4-dimethoxyphenyl)-2-{[(2E)-3-phenylprop-2-enoyl]amino}ethyl (2E)-3-phenylprop-2-enoate"
"CHEBI:66805"	"obyanamide"	"(2S,5S,8S,11S,15S)-5-benzyl-15-ethyl-2,6,9,11-tetramethyl-8-(propan-2-yl)-12-oxa-20-thia-3,6,9,16,21-pentaazabicyclo[16.2.1]henicosa-1(21),18-diene-4,7,10,13,17-pentone"
"CHEBI:68398"	"cholesta-1,4,22-trien-3-one"	"(22E)-cholesta-1,4,22-trien-3-one"
"CHEBI:68500"	"m-methylhippuric acid"	"N-(3-methylbenzoyl)glycine"
"CHEBI:69744"	"lupeol acetate"	"Lupeol acetate"
"CHEBI:70378"	"Enmein"	"Enmein"
"CHEBI:8612"	"psicofuranin"	"Psicofuranin"
"CHEBI:90205"	"plitidepsin"	"1-(2-oxopropanoyl)-L-prolyl-N-[(3S,6R,7S,10R,11S,15S,17S,20S,25aS)-10-[(2S)-butan-2-yl]-11-hydroxy-3-(4-methoxybenzyl)-2,6,17-trimethyl-20-(2-methylpropyl)-1,4,8,13,16,18,21-heptaoxo-15-(propan-2-yl)docosahydro-15H-pyrrolo[2,1-f][1,15,4,7,10,20]dioxatetraazacyclotricosin-7-yl]-N(2)-methyl-D-leucinamide"
"CHEBI:9460"	"testolactone"	"Testolactone"
"CHEBI:9460"	"testolactone"	"3-oxo-13,17-secoandrosta-1,4-dieno-17,13alpha-lactone"
"CHEBI:21759"	"N-methyl-N'-nitro-N-nitrosoguanidine"	"1-methyl-3-nitro-1-nitrosoguanidine"
"CHEBI:21759"	"N-methyl-N'-nitro-N-nitrosoguanidine"	"N-Methyl-N'-nitro-N-nitrosoguanidine"
"CHEBI:28786"	"paraquat dichloride"	"Paraquat dichloride"
"CHEBI:28786"	"paraquat dichloride"	"1,1'-dimethyl-[4,4'-bipyridin]-1,1'-diium dichloride"
"CHEBI:46245"	"coenzyme Q10"	"2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione"
"CHEBI:46245"	"coenzyme Q10"	"Coenzyme Q10"
"CHEBI:46245"	"coenzyme Q10"	"coenzyme Q10"
"CHEBI:52107"	"fluorescein bis-arsenide"	"2-(4,5-di-1,3,2-dithiarsolan-2-yl-6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid"
"CHEBI:61237"	"3-methylflavone-8-carboxylic acid"	"3-methyl-4-oxo-2-phenyl-4H-chromene-8-carboxylic acid"
"CHEBI:64043"	"desmethyl loperamide"	"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N-methyl-2,2-diphenylbutanamide"
"CHEBI:65576"	"cardivin A"	"(3aR,4S,6S,8S,10S,11S,11aR)-8,10-dihydroxy-6,10-dimethyl-11-[(2-methylbutanoyl)oxy]-3-methylidene-2,5-dioxododecahydrocyclodeca[b]furan-4-yl (2Z)-2-methylbut-2-enoate"
"CHEBI:66009"	"hedychilactone D"	"4-{(E)-2-[(1R,4aS,8aR)-3-hydroxy-2,5,5,8a-tetramethyl-4-oxo-1,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl]ethenyl}furan-2(5H)-one"
"CHEBI:66010"	"9-hydroxy hedychenone"	"(4R,4aS,8aS)-4-[(E)-2-(furan-3-yl)ethenyl]-4-hydroxy-3,4a,8,8-tetramethyl-4a,5,6,7,8,8a-hexahydronaphthalen-1(4H)-one"
"CHEBI:66039"	"15-hydroxy-tetracosa-6,9,12,16,18-pentaenoic acid"	"(6Z,9Z,12Z,16E,18Z)-15-hydroxytetracosa-6,9,12,16,18-pentaenoic acid"
"CHEBI:66318"	"rubraxanthone"	"1-[(2E)-3,7-dimethylocta-2,6-dien-1-yl]-3,6,8-trihydroxy-2-methoxy-9H-xanthen-9-one"
"CHEBI:66365"	"12-methyl-5-dehydroacetylhorminone"	"(7alpha)-12-methoxy-11,14-dioxoabieta-5,8,12-trien-7-yl acetate"
"CHEBI:66601"	"lychnostatin 1"	"(3aR,4S,6R,10S,11S,11aS)-6-(acetyloxy)-11-hydroxy-6,10-dimethyl-3-methylidene-2,7-dioxododecahydrocyclodeca[b]furan-4-yl 2-methylprop-2-enoate"
"CHEBI:66727"	"papyriflavonol A"	"2-[3,4-dihydroxy-5-(3-methylbut-2-en-1-yl)phenyl]-3,5,7-trihydroxy-6-(3-methylbut-2-en-1-yl)-4H-chromen-4-one"
"CHEBI:68455"	"o-methylhippuric acid"	"N-(2-methylbenzoyl)glycine"
"CHEBI:6927"	"Microhelenin C"	"Microhelenin C"
"CHEBI:70692"	"(-)-(3S)-1-(3,4-dihydroxyphenyl)-7-phenyl-(6E)-6-hepten-3-ol"	"4-[(3S,6E)-3-hydroxy-7-phenylhept-6-en-1-yl]benzene-1,2-diol"
"CHEBI:74889"	"1-dodecylguanidine acetate"	"1-dodecylguanidine acetate"
"CHEBI:7799"	"oseltamivir phosphate"	"Oseltamivir phosphate"
"CHEBI:7799"	"oseltamivir phosphate"	"ethyl (3R,4R,5S)-4-acetamido-5-amino-3-(pentan-3-yloxy)cyclohex-1-ene-1-carboxylate phosphate"
"CHEBI:78549"	"pipamperone"	"1'-[4-(4-fluorophenyl)-4-oxobutyl]-1,4'-bipiperidine-4'-carboxamide"
"CHEBI:8185"	"Physcion 8-glucoside"	"Physcion 8-glucoside"
"CHEBI:82912"	"N-(2-furoyl)glycine"	"N-(furan-2-ylcarbonyl)glycine"
"CHEBI:9714"	"Trifolirhizin"	"Trifolirhizin"
"CHEBI:17967"	"urethane"	"Urethane"
"CHEBI:17967"	"urethane"	"ethyl carbamate"
"CHEBI:17967"	"urethane"	"urethane"
"CHEBI:2364"	"abrusoside A"	"(22S,24Z)-3beta-(beta-D-glucopyranosyloxy)-26-oxo-22,26-epoxy-9beta,19-cyclolanost-24-en-28-oic acid"
"CHEBI:2364"	"abrusoside A"	"Abrusoside A"
"CHEBI:2945"	"azaleatin"	"2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-5-methoxy-4H-chromen-4-one"
"CHEBI:3481"	"cefamandole nafate"	"sodium 7beta-[(2R)-2-(formyloxy)-2-phenylacetamido]-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}ceph-3-em-4-carboxylate"
"CHEBI:52070"	"senecionine N-oxide"	"12-hydroxysenecionan-11,16-dione 4-oxide"
"CHEBI:52070"	"senecionine N-oxide"	"senecionine N-oxide"
"CHEBI:5313"	"gentiacaulein"	"2,8-dihydroxy-1,6-dimethoxy-9H-xanthen-9-one"
"CHEBI:601027"	"aliskiren"	"(2S,4S,5S,7S)-5-amino-N-(3-amino-2,2-dimethyl-3-oxopropyl)-4-hydroxy-7-[4-methoxy-3-(3-methoxypropoxy)benzyl]-8-methyl-2-(propan-2-yl)nonanamide"
"CHEBI:65877"	"Eunicea sesquiterpenoid 7"	"(1S,2E,10R)-10-acetyl-3-methyl-7-methylidene-6-oxocyclodec-2-en-1-yl (2E)-4-hydroxy-4-methylpent-2-enoate"
"CHEBI:66181"	"sch 642305"	"(4S,8aR,12S,12aR)-12-hydroxy-4-methyl-4,5,6,7,8,8a,12,12a-octahydro-2H-3-benzoxecine-2,9(1H)-dione"
"CHEBI:66369"	"3-O-methylcalopocarpin"	"(6aR,11aR)-3-methoxy-2-(3-methylbut-2-en-1-yl)-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-9-ol"
"CHEBI:66411"	"multiplolide A"	"(1S,4R,6R,7S,8E,10S)-6,7-dihydroxy-4-methyl-3,11-dioxabicyclo[8.1.0]undec-8-en-2-one"
"CHEBI:68353"	"poricoic acid A"	"(2R)-2-[(2R,3R,3aR,6S,7S,9bR)-6-(2-carboxyethyl)-2-hydroxy-3a,6,9b-trimethyl-7-(prop-1-en-2-yl)-2,3,3a,4,6,7,8,9b-octahydro-1H-cyclopenta[a]naphthalen-3-yl]-6-methyl-5-methylideneheptanoic acid"
"CHEBI:69123"	"2,3-dihydro-3beta-O-sulfate withaferin A"	"(3beta,4beta,5beta,6beta,22R)-4,27-dihydroxy-1,26-dioxo-5,6:22,26-diepoxyergost-24-en-3-yl hydrogen sulfate"
"CHEBI:7775"	"ononin"	"3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside"
"CHEBI:7775"	"ononin"	"Ononin"
"CHEBI:7775"	"ononin"	"ononin"
"CHEBI:80489"	"desmethylxanthohumol"	"(2E)-3-(4-hydroxyphenyl)-1-[2,4,6-trihydroxy-3-(3-methylbut-2-en-1-yl)phenyl]prop-2-en-1-one"
"CHEBI:9288"	"streptozocin"	"2-deoxy-2-{[methyl(nitroso)carbamoyl]amino}-alpha-D-glucopyranose"
"CHEBI:15895"	"D-galactono-1,4-lactone"	"D-Galactono-1,4-lactone"
"CHEBI:15895"	"D-galactono-1,4-lactone"	"D-galactono-1,4-lactone"
"CHEBI:17019"	"(R)-amygdalin"	"(R)-Amygdalin"
"CHEBI:17019"	"(R)-amygdalin"	"(R)-amygdalin"
"CHEBI:17019"	"(R)-amygdalin"	"(2R)-[(6-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy](phenyl)acetonitrile"
"CHEBI:17515"	"L-gamma-glutamyl-L-cysteine"	"L-gamma-glutamyl-L-cysteine"
"CHEBI:2181"	"L-fucopyranose"	"6-deoxy-L-galactopyranose"
"CHEBI:2181"	"L-fucopyranose"	"L-fucopyranose"
"CHEBI:27552"	"4'-methoxy-5,7-dihydroxyflavanone"	"(2S)-5,7-dihydroxy-2-(4-methoxyphenyl)-2,3-dihydro-4H-chromen-4-one"
"CHEBI:2881"	"asperuloside"	"[(2aS,4aS,5S,7bS)-5-(beta-D-glucopyranosyloxy)-1-oxo-2a,4a,5,7b-tetrahydro-1H-2,6-dioxacyclopenta[cd]inden-4-yl]methyl acetate"
"CHEBI:3104"	"5-[(8Z)-pentadec-8-enyl]resorcinol"	"5-[(8Z)-pentadec-8-en-1-yl]benzene-1,3-diol"
"CHEBI:4208"	"D-mannopyranose"	"D-mannopyranose"
"CHEBI:52694"	"C3-indocyanine"	"1-ethyl-2-[3-(1-ethyl-3,3-dimethyl-1,3-dihydro-2H-indol-2-ylidene)prop-1-en-1-yl]-3,3-dimethyl-3H-indolium iodide"
"CHEBI:5299"	"Geniposide"	"Geniposide"
"CHEBI:5986"	"Isoboldine"	"Isoboldine"
"CHEBI:64437"	"4-oxo-4-phenylbutyric acid"	"4-oxo-4-phenylbutanoic acid"
"CHEBI:64489"	"1-myristoyl-sn-glycero-3-phosphocholine"	"(2R)-2-hydroxy-3-(tetradecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate"
"CHEBI:65502"	"1,7-bis (4-hydroxyphenyl)-1,4,6-heptatrien-3-one"	"(1E,4E,6E)-1,7-bis(4-hydroxyphenyl)hepta-1,4,6-trien-3-one"
"CHEBI:65842"	"5-O-methyl embelin"	"2-hydroxy-5-methoxy-3-undecylcyclohexa-2,5-diene-1,4-dione"
"CHEBI:66164"	"samaderine Z"	"(1beta,11beta,12alpha,15beta)-1,11,12,15-tetrahydroxy-13,20-epoxypicras-3-ene-2,16-dione"
"CHEBI:66204"	"ternstroside B"	"2-(3,4-dihydroxyphenyl)ethyl 2-O-(4-hydroxyphenylethanoyl)-beta-D-glucopyranoside"
"CHEBI:66204"	"ternstroside B"	"2-(3,4-dihydroxyphenyl)ethyl 2-O-[(4-hydroxyphenyl)acetyl]-beta-D-glucopyranoside"
"CHEBI:66367"	"vieillardixanthone"	"1,5,6-trihydroxy-3-methoxy-4-(3-methylbut-1-en-2-yl)-9H-xanthen-9-one"
"CHEBI:66516"	"soulattrolide"	"(10S,11R,12S)-12-hydroxy-6,6,10,11-tetramethyl-4-phenyl-11,12-dihydro-2H,6H,10H-dipyrano[2,3-f:2',3'-h]chromen-2-one"
"CHEBI:67647"	"7-methoxytricin"	"5-hydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-7-methoxy-4H-chromen-4-one"
"CHEBI:68788"	"chaetopyranin"	"6-hydroxy-2-[(1E)-3-hydroxybut-1-en-1-yl]-7-(3-methylbut-2-en-1-yl)-3,4-dihydro-2H-chromene-5-carbaldehyde"
"CHEBI:8779"	"Rapanone"	"Rapanone"
"CHEBI:10083"	"Xylopine"	"Xylopine"
"CHEBI:10642"	"scyllo-inositol"	"scyllo-Inositol"
"CHEBI:10642"	"scyllo-inositol"	"scyllo-inositol"
"CHEBI:16200"	"questin"	"1,6-dihydroxy-8-methoxy-3-methylanthracene-9,10-dione"
"CHEBI:16200"	"questin"	"Questin"
"CHEBI:16267"	"(R)-4-hydroxymandelonitrile beta-D-glucoside"	"(R)-4-Hydroxymandelonitrile beta-D-glucoside"
"CHEBI:16267"	"(R)-4-hydroxymandelonitrile beta-D-glucoside"	"(2R)-(beta-D-glucopyranosyloxy)(4-hydroxyphenyl)acetonitrile"
"CHEBI:31111"	"3-dimethylallyl-4-hydroxybenzoic acid"	"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid"
"CHEBI:3186"	"Broussonin C"	"Broussonin C"
"CHEBI:3248"	"Butyrylmallotochromene"	"Butyrylmallotochromene"
"CHEBI:3685"	"Chryso-obtusin glucoside"	"Chryso-obtusin glucoside"
"CHEBI:52461"	"elisabethatriene"	"elisabethatriene"
"CHEBI:52461"	"elisabethatriene"	"(1R,4S,4aR)-4-methyl-1-[(2S)-6-methylhept-5-en-2-yl]-7-methylidene-1,2,3,4,4a,5,6,7-octahydronaphthalene"
"CHEBI:53486"	"all-cis-icosa-8,11,14-trienoic acid"	"(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid"
"CHEBI:546840"	"4-nitrophenyl alpha-D-galactoside"	"4-nitrophenyl-alpha-D-galactopyranoside"
"CHEBI:5897"	"indicine"	"Indicine"
"CHEBI:5897"	"indicine"	"[(1R,7aR)-1-hydroxy-2,3,5,7a-tetrahydro-1H-pyrrolizin-7-yl]methyl (2R,3S)-2,3-dihydroxy-2-(propan-2-yl)butanoate"
"CHEBI:6118"	"Kazinol A"	"Kazinol A"
"CHEBI:63462"	"glutinol"	"glutinol"
